Brand,Vehicle,Vehicle Type,Engine Size(L),Cylinders,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
TOYOTA,TOYOTA PRIUS,MID-SIZE,1.8,4,X,4.6,4.9,4.7,60,108
TOYOTA,TOYOTA PRIUS c,COMPACT,1.5,4,X,4.5,5.1,4.8,59,110
TOYOTA,TOYOTA PRIUS v,STATION WAGON - MID-SIZE,1.8,4,X,5.4,5.8,5.6,50,129
TOYOTA,TOYOTA RAV4,SUV - SMALL,2.5,4,X,10,7.6,8.9,32,205
TOYOTA,TOYOTA RAV4 AWD,SUV - SMALL,2.5,4,X,10.5,8.2,9.5,30,218
TOYOTA,TOYOTA RAV4 LE/XLE,SUV - SMALL,2.5,4,X,10,7.6,8.9,32,205
TOYOTA,TOYOTA RAV4 LIMITED AWD,SUV - SMALL,2.5,4,X,10.7,8.3,9.6,29,221
TOYOTA,TOYOTA SEQUOIA 4WD,SUV - STANDARD,5.7,8,X,18.8,14,16.6,17,382
TOYOTA,TOYOTA SIENNA,MINIVAN,3.5,6,X,13,9.5,11.4,25,262
TOYOTA,TOYOTA SIENNA AWD,MINIVAN,3.5,6,X,14.4,10.2,12.5,23,288
TOYOTA,TOYOTA TACOMA,PICKUP TRUCK - SMALL,2.7,4,X,12.2,9.9,11.2,25,258
TOYOTA,TOYOTA TACOMA,PICKUP TRUCK - SMALL,2.7,4,X,11.3,9.5,10.5,27,242
TOYOTA,TOYOTA TACOMA,PICKUP TRUCK - SMALL,4,6,X,14.5,11.3,13.1,22,301
TOYOTA,TOYOTA TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,X,13.1,11.3,12.3,23,283
TOYOTA,TOYOTA TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,X,12.9,11.5,12.3,23,283
TOYOTA,TOYOTA TACOMA 4WD,PICKUP TRUCK - SMALL,4,6,X,14.8,11.6,13.4,21,308
TOYOTA,TOYOTA TACOMA 4WD,PICKUP TRUCK - SMALL,4,6,X,15.3,12.3,14,20,322
TOYOTA,TOYOTA TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,X,15.9,12.3,14.3,20,329
TOYOTA,TOYOTA TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,X,17.2,12.8,15.2,19,350
TOYOTA,TOYOTA TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,X,16.9,12.8,15.1,19,347
TOYOTA,TOYOTA TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,X,18.5,14.2,16.6,17,382
TOYOTA,TOYOTA VENZA,SUV - SMALL,2.7,4,X,11.6,9,10.4,27,239
TOYOTA,TOYOTA VENZA,SUV - SMALL,3.5,6,X,12.5,9,10.9,26,251
TOYOTA,TOYOTA VENZA 4WD,SUV - SMALL,2.7,4,X,11.6,9.2,10.5,27,242
TOYOTA,TOYOTA VENZA 4WD,SUV - SMALL,3.5,6,X,12.8,9.3,11.3,25,260
TOYOTA,TOYOTA YARIS,COMPACT,1.5,4,X,7.8,6.6,7.3,39,168
TOYOTA,TOYOTA YARIS,COMPACT,1.5,4,X,7.7,6.3,7.1,40,163
VOLKSWAGEN,VOLKSWAGEN BEETLE,COMPACT,1.8,4,X,9.6,7.2,8.5,33,196
VOLKSWAGEN,VOLKSWAGEN BEETLE,COMPACT,1.8,4,X,9.9,7.2,8.7,32,200
VOLKSWAGEN,VOLKSWAGEN BEETLE,COMPACT,2,4,Z,10,7.9,9.1,31,209
VOLKSWAGEN,VOLKSWAGEN BEETLE,COMPACT,2,4,Z,10.4,7.7,9.2,31,212
VOLKSWAGEN,VOLKSWAGEN BEETLE TDI (modified),COMPACT,2,4,D,7.6,5.7,6.9,41,183
VOLKSWAGEN,VOLKSWAGEN BEETLE TDI (modified),COMPACT,2,4,D,7.6,5.7,6.9,41,184
VOLKSWAGEN,VOLKSWAGEN BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,X,9.8,7.3,8.7,32,200
VOLKSWAGEN,VOLKSWAGEN BEETLE CONVERTIBLE,SUBCOMPACT,2,4,Z,10.3,8.2,9.4,30,216
VOLKSWAGEN,VOLKSWAGEN BEETLE CONVERTIBLE,SUBCOMPACT,2,4,Z,10.4,7.7,9.2,31,212
VOLKSWAGEN,VOLKSWAGEN CC,COMPACT,2,4,Z,10.7,7.7,9.3,30,214
VOLKSWAGEN,VOLKSWAGEN CC,COMPACT,2,4,Z,11.4,7.4,9.6,29,221
VOLKSWAGEN,VOLKSWAGEN CC 4MOTION,COMPACT,3.6,6,Z,13.9,9.3,11.8,24,271
VOLKSWAGEN,VOLKSWAGEN EOS,SUBCOMPACT,2,4,Z,10.8,7.8,9.5,30,219
VOLKSWAGEN,VOLKSWAGEN GOLF,COMPACT,1.8,4,X,9.3,6.5,8.1,35,186
VOLKSWAGEN,VOLKSWAGEN GOLF,COMPACT,1.8,4,X,9.3,6.4,8,35,184
VOLKSWAGEN,VOLKSWAGEN GOLF TDI (modified),COMPACT,2,4,D,7.6,5.5,6.5,43,177
VOLKSWAGEN,VOLKSWAGEN GOLF TDI (modified),COMPACT,2,4,D,7.8,5.2,6.5,43,178
VOLKSWAGEN,VOLKSWAGEN GOLF GTI,COMPACT,2,4,Z,9.5,7.2,8.5,33,196
VOLKSWAGEN,VOLKSWAGEN GOLF GTI,COMPACT,2,4,Z,9.4,6.9,8.3,34,191
VOLKSWAGEN,VOLKSWAGEN GOLF SPORTWAGON,STATION WAGON - SMALL,1.8,4,X,9.4,6.8,8.2,34,193
VOLKSWAGEN,VOLKSWAGEN GOLF SPORTWAGON,STATION WAGON - SMALL,1.8,4,X,9.5,6.6,8.2,34,189
VOLKSWAGEN,VOLKSWAGEN GOLF SPORTWAGON TDI (modified),STATION WAGON - SMALL,2,4,D,7.6,5.6,6.7,42,180
VOLKSWAGEN,VOLKSWAGEN GOLF SPORTWAGON TDI (modified),STATION WAGON - SMALL,2,4,D,7.6,5.5,6.7,42,179
VOLKSWAGEN,VOLKSWAGEN JETTA,COMPACT,1.8,4,X,9.3,6.3,7.9,36,182
VOLKSWAGEN,VOLKSWAGEN JETTA,COMPACT,1.8,4,X,9.3,6.3,8,35,184
VOLKSWAGEN,VOLKSWAGEN JETTA,COMPACT,2,4,X,10.4,7,8.9,32,205
VOLKSWAGEN,VOLKSWAGEN JETTA,COMPACT,2,4,X,9.5,6.9,8.4,34,193
VOLKSWAGEN,VOLKSWAGEN JETTA TDI (modified),COMPACT,2,4,D,7.6,5.2,6.5,43,175
VOLKSWAGEN,VOLKSWAGEN JETTA TDI (modified),COMPACT,2,4,D,7.6,5.1,6.5,43,176
VOLKSWAGEN,VOLKSWAGEN JETTA GLI,COMPACT,2,4,Z,10,7.3,8.8,32,202
VOLKSWAGEN,VOLKSWAGEN JETTA GLI,COMPACT,2,4,Z,10.3,7.2,8.9,32,205
VOLKSWAGEN,VOLKSWAGEN JETTA HYBRID,COMPACT,1.4,4,Z,5.6,4.9,5.3,53,122
VOLKSWAGEN,VOLKSWAGEN PASSAT,MID-SIZE,1.8,4,X,9.7,6.6,8.3,34,191
VOLKSWAGEN,VOLKSWAGEN PASSAT,MID-SIZE,1.8,4,X,9.8,6.7,8.4,34,193
VOLKSWAGEN,VOLKSWAGEN PASSAT TDI (modified),MID-SIZE,2,4,D,7.8,5.6,6.9,41,185
VOLKSWAGEN,VOLKSWAGEN PASSAT TDI (modified),MID-SIZE,2,4,D,7.8,5.3,6.7,42,182
VOLKSWAGEN,VOLKSWAGEN PASSAT,MID-SIZE,3.6,6,Z,11.9,8.5,10.4,27,239
VOLKSWAGEN,VOLKSWAGEN TIGUAN,SUV - SMALL,2,4,Z,11.5,9.3,10.5,27,242
VOLKSWAGEN,VOLKSWAGEN TIGUAN,SUV - SMALL,2,4,Z,13,9,11.2,25,258
VOLKSWAGEN,VOLKSWAGEN TIGUAN 4MOTION,SUV - SMALL,2,4,Z,11.7,9.4,10.7,26,246
VOLKSWAGEN,VOLKSWAGEN TOUAREG,SUV - STANDARD,3.6,6,Z,14.1,10.4,12.4,23,292
VOLKSWAGEN,VOLKSWAGEN TOUAREG TDI (modified),SUV - STANDARD,3,6,D,11.8,8.1,10.2,28,277
VOLVO,VOLVO S60 POLESTAR AWD,COMPACT,3,6,X,12.8,8.9,11,26,253
VOLVO,VOLVO S60 T5 ,COMPACT,2,4,X,9.8,6.6,8.4,34,193
VOLVO,VOLVO S60 T5 AWD,COMPACT,2.5,5,X,11.6,8.2,10.1,28,232
VOLVO,VOLVO S60 T6   ,COMPACT,2,4,Z,10.1,7.3,8.9,32,205
VOLVO,VOLVO S60 T6 AWD,COMPACT,3,6,X,12.9,9,11.2,25,258
VOLVO,VOLVO S80 T5,MID-SIZE,2,4,X,9.8,6.6,8.4,34,193
VOLVO,VOLVO S80 T6 AWD,MID-SIZE,3,6,X,12.9,9,11.2,25,258
VOLVO,VOLVO V60 CC,SUV - SMALL,2,4,X,9.8,7.6,8.8,32,202
VOLVO,VOLVO V60 CC AWD,SUV - SMALL,2.5,5,X,11.8,8.5,10.3,27,237
VOLVO,VOLVO V60 POLESTAR AWD,STATION WAGON - SMALL,3,6,X,12.8,8.9,11,26,253
VOLVO,VOLVO V60 T5,STATION WAGON - SMALL,2,4,X,9.8,6.6,8.4,34,193
VOLVO,VOLVO V60 T5 AWD,STATION WAGON - SMALL,2.5,5,X,11.6,8.2,10.1,28,232
VOLVO,VOLVO V60 T6 AWD,STATION WAGON - SMALL,3,6,X,12.9,9,11.2,25,258
VOLVO,VOLVO XC60 3.2 AWD,SUV - SMALL,3.2,6,X,13.1,9.5,11.5,25,264
VOLVO,VOLVO XC60 T5,SUV - SMALL,2,4,X,9.8,7.6,8.8,32,202
VOLVO,VOLVO XC60 T5 AWD,SUV - SMALL,2.5,5,X,13,9.4,11.4,25,262
VOLVO,VOLVO XC60 T6  ,SUV - SMALL,2,4,Z,10.7,7.8,9.4,30,216
VOLVO,VOLVO XC60 T6 AWD,SUV - SMALL,3,6,X,13.6,9.9,11.9,24,274
VOLVO,VOLVO XC70 3.2 AWD,SUV - SMALL,3.2,6,X,13.1,9.1,11.3,25,260
VOLVO,VOLVO XC70 T5,SUV - SMALL,2,4,X,9.8,7.6,8.8,32,202
VOLVO,VOLVO XC70 T6 AWD,SUV - SMALL,3,6,X,13.6,9.9,11.9,24,274
ACURA,ACURA ILX,COMPACT,2.4,4,Z,9.3,6.6,8.1,35,189
ACURA,ACURA MDX SH-AWD,SUV - SMALL,3.5,6,Z,12.7,9.1,11.1,25,254
ACURA,ACURA MDX SH-AWD ELITE,SUV - SMALL,3.5,6,Z,12.2,9.1,10.7,26,251
ACURA,ACURA RDX AWD,SUV - SMALL,3.5,6,Z,12.4,8.6,10.7,26,249
ACURA,ACURA RLX,MID-SIZE,3.5,6,Z,11.9,7.7,10,28,235
ACURA,ACURA RLX HYBRID,MID-SIZE,3.5,6,Z,8,7.5,7.7,37,180
ACURA,ACURA TLX,COMPACT,2.4,4,Z,9.6,6.6,8.3,34,196
ACURA,ACURA TLX SH-AWD,COMPACT,3.5,6,Z,11.2,7.5,9.6,29,226
ALFA ROMEO,ALFA ROMEO 4C,TWO-SEATER,1.8,4,Z,9.7,6.9,8.4,34,197
ASTON MARTIN,ASTON MARTIN DB9 GT,MINICOMPACT,5.9,12,Z,18,12.6,15.6,18,365
ASTON MARTIN,ASTON MARTIN RAPIDE S,SUBCOMPACT,6,12,Z,16.8,10.9,14.2,20,332
ASTON MARTIN,ASTON MARTIN VANQUISH,MINICOMPACT,6,12,Z,17.6,11.4,14.8,19,346
ASTON MARTIN,ASTON MARTIN V8 VANTAGE,TWO-SEATER,4.7,8,Z,17.4,11.3,14.7,19,343
ASTON MARTIN,ASTON MARTIN V8 VANTAGE,TWO-SEATER,4.7,8,Z,18.1,12.3,15.5,18,362
ASTON MARTIN,ASTON MARTIN VANTAGE GT,TWO-SEATER,4.7,8,Z,17.4,11.3,14.7,19,343
ASTON MARTIN,ASTON MARTIN VANTAGE GT,TWO-SEATER,4.7,8,Z,18.1,12.3,15.5,18,362
ASTON MARTIN,ASTON MARTIN V8 VANTAGE S,TWO-SEATER,4.7,8,Z,17.4,11.3,14.7,19,343
ASTON MARTIN,ASTON MARTIN V8 VANTAGE S,TWO-SEATER,4.7,8,Z,18.1,12.3,15.5,18,362
ASTON MARTIN,ASTON MARTIN V12 VANTAGE S,TWO-SEATER,6,12,Z,19.5,12.8,16.5,17,390
AUDI,AUDI A3,SUBCOMPACT,1.8,4,X,10,7.1,8.7,32,204
AUDI,AUDI A3 QUATTRO,SUBCOMPACT,2,4,X,9.8,7.2,8.6,33,201
AUDI,AUDI A3 CABRIOLET QUATTRO,SUBCOMPACT,2,4,X,10.1,7.5,8.9,32,208
AUDI,AUDI A4,COMPACT,2,4,Z,9.9,7.6,8.9,32,212
AUDI,AUDI A4 QUATTRO,COMPACT,2,4,Z,11,7.8,9.6,29,224
AUDI,AUDI A4 QUATTRO,COMPACT,2,4,Z,10.6,7.3,9.1,31,214
AUDI,AUDI A4 ALLROAD QUATTRO,STATION WAGON - SMALL,2,4,Z,11.2,8.4,9.9,29,232
AUDI,AUDI A5 QUATTRO,SUBCOMPACT,2,4,Z,11,7.8,9.6,29,224
AUDI,AUDI A5 QUATTRO,SUBCOMPACT,2,4,Z,10.6,7.3,9.1,31,214
AUDI,AUDI A5 CABRIOLET QUATTRO,SUBCOMPACT,2,4,Z,11.3,8,9.8,29,230
AUDI,AUDI A6 QUATTRO,MID-SIZE,2,4,Z,10.8,7.3,9.2,31,211
AUDI,AUDI A6 QUATTRO,MID-SIZE,3,6,Z,11.6,7.9,9.9,29,232
AUDI,AUDI A6 QUATTRO TDI (modified),MID-SIZE,3,6,D,9.4,6.2,7.8,36,213
AUDI,AUDI A7 QUATTRO,MID-SIZE,3,6,Z,11.6,7.9,9.9,29,232
AUDI,AUDI A7 QUATTRO TDI (modified),MID-SIZE,3,6,D,9.4,6.2,7.8,36,213
AUDI,AUDI A8 QUATTRO,MID-SIZE,3,6,Z,12.6,8,10.5,27,247
AUDI,AUDI A8 QUATTRO,MID-SIZE,4,8,Z,12.9,8,10.7,26,249
AUDI,AUDI A8 QUATTRO TDI (modified),MID-SIZE,3,6,D,9.8,6.5,8.4,34,224
AUDI,AUDI A8L QUATTRO,FULL-SIZE,4,8,Z,13.1,8.3,10.9,26,255
AUDI,AUDI A8L QUATTRO,FULL-SIZE,6.3,12,Z,17.8,10.8,14.6,19,344
AUDI,AUDI Q3,COMPACT,2,4,Z,12,8.2,10.3,27,242
AUDI,AUDI Q3 QUATTRO,COMPACT,2,4,Z,11.9,8.4,10.3,27,240
AUDI,AUDI Q5 QUATTRO,SUV - SMALL,2,4,Z,12,8.5,10.4,27,244
AUDI,AUDI Q5 QUATTRO,SUV - SMALL,3,6,Z,13.2,9.2,11.4,25,267
AUDI,AUDI Q5 QUATTRO TDI (modified),SUV - SMALL,3,6,D,10.2,7.8,9,31,244
AUDI,AUDI Q5 HYBRID QUATTRO,SUV - SMALL,2,4,Z,9.8,7.9,8.9,32,209
AUDI,AUDI RS 7 QUATTRO,MID-SIZE,4,8,Z,16.6,9.4,13.3,21,313
AUDI,AUDI S3 QUATTRO,SUBCOMPACT,2,4,Z,10.1,7.7,9,31,211
AUDI,AUDI S4 QUATTRO,COMPACT,3,6,Z,13,8.5,11,26,257
AUDI,AUDI S4 QUATTRO,COMPACT,3,6,Z,13.8,9,11.7,24,273
AUDI,AUDI S5 QUATTRO,SUBCOMPACT,3,6,Z,13,8.5,11,26,257
AUDI,AUDI S5 QUATTRO,SUBCOMPACT,3,6,Z,13.8,9,11.7,24,273
AUDI,AUDI S5 CABRIOLET QUATTRO,SUBCOMPACT,3,6,Z,13.3,9.1,11.4,25,266
AUDI,AUDI S6 QUATTRO,MID-SIZE,4,8,Z,13.3,8.8,11.3,25,263
AUDI,AUDI S7 QUATTRO,MID-SIZE,4,8,Z,13.4,8.8,11.4,25,265
AUDI,AUDI S8 QUATTRO,MID-SIZE,4,8,Z,15.7,9.4,12.8,22,300
AUDI,AUDI SQ5 QUATTRO,SUV - SMALL,3,6,Z,14.1,9.9,12.2,23,285
AUDI,AUDI TT COUPE QUATTRO,SUBCOMPACT,2,4,X,10.1,7.8,9.1,31,209
AUDI,AUDI TT ROADSTER QUATTRO,TWO-SEATER,2,4,X,10.1,7.8,9.1,31,209
AUDI,AUDI TTS COUPE QUATTRO,SUBCOMPACT,2,4,Z,10.3,8.6,9.5,30,222
BENTLEY,BENTLEY CONTINENTAL GT,COMPACT,4,8,Z,16.1,9.4,13.1,22,307
BENTLEY,BENTLEY CONTINENTAL GT,COMPACT,6,12,Z,18.9,11.2,15.4,18,360
BENTLEY,BENTLEY CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,4,8,Z,17.7,10.3,14.4,20,337
BENTLEY,BENTLEY CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,6,12,Z,19.6,11.7,16,18,375
BENTLEY,BENTLEY FLYING SPUR,MID-SIZE,4,8,Z,17.7,10,14.2,20,334
BENTLEY,BENTLEY FLYING SPUR,MID-SIZE,6,12,Z,20.3,11.9,16.5,17,388
BENTLEY,BENTLEY MULSANNE,MID-SIZE,6.8,8,Z,21,13.1,17.5,16,408
BMW,BMW 228i,SUBCOMPACT,2,4,Z,9.9,6.5,8.4,34,197
BMW,BMW 228i,SUBCOMPACT,2,4,Z,10.7,7,9,31,211
BMW,BMW 228i xDRIVE,SUBCOMPACT,2,4,Z,10.4,6.8,8.8,32,207
BMW,BMW 228i xDRIVE CABRIOLET,SUBCOMPACT,2,4,Z,10.5,6.9,8.9,32,209
BMW,BMW 320i,COMPACT,2,4,Z,9.9,6.5,8.4,34,197
BMW,BMW 320i,COMPACT,2,4,Z,10.7,7,9,31,211
BMW,BMW 320i xDRIVE,COMPACT,2,4,Z,10.4,6.8,8.8,32,207
BMW,BMW 328d xDRIVE,COMPACT,2,4,D,7.7,5.7,6.8,42,183
BMW,BMW 328d xDRIVE TOURING,STATION WAGON - SMALL,2,4,D,7.7,5.7,6.8,42,183
BMW,BMW 328i xDRIVE,COMPACT,2,4,Z,10.5,6.9,8.9,32,209
BMW,BMW 328i xDRIVE GRAN TURISMO,FULL-SIZE,2,4,Z,10.5,6.9,8.9,32,209
BMW,BMW 328i xDRIVE TOURING,STATION WAGON - SMALL,2,4,Z,10.5,6.9,8.9,32,209
BMW,BMW 335i xDRIVE GRAN TURISMO,FULL-SIZE,3,6,Z,12,7.9,10.2,28,238
BMW,BMW 340i,COMPACT,3,6,Z,10.9,7.2,9.3,30,217
BMW,BMW 340i,COMPACT,3,6,Z,11.6,7.8,9.9,29,231
BMW,BMW 340i xDRIVE,COMPACT,3,6,Z,10.9,7.3,9.3,30,216
BMW,BMW 340i xDRIVE,COMPACT,3,6,Z,11.9,8.3,10.3,27,241
BMW,BMW 428i CABRIOLET,SUBCOMPACT,2,4,Z,10.8,6.7,8.9,32,211
BMW,BMW 428i COUPE,COMPACT,2,4,Z,9.9,6.5,8.4,34,197
BMW,BMW 428i COUPE,COMPACT,2,4,Z,10.7,7,9,31,211
BMW,BMW 428i GRAN COUPE,COMPACT,2,4,Z,10.8,6.7,8.9,32,211
BMW,BMW 428i GRAN COUPE,COMPACT,2,4,Z,10.9,6.8,9,31,210
BMW,BMW 428i xDRIVE CABRIOLET,SUBCOMPACT,2,4,Z,11.3,7.1,9.4,30,221
BMW,BMW 428i xDRIVE COUPE,COMPACT,2,4,Z,10.5,6.9,8.9,32,209
BMW,BMW 428i xDRIVE GRAN COUPE,COMPACT,2,4,Z,10.5,6.9,8.9,32,209
BMW,BMW 435i CABRIOLET,SUBCOMPACT,3,6,Z,11.8,7.6,9.9,29,232
BMW,BMW 435i COUPE,COMPACT,3,6,Z,11.6,7.7,9.9,29,232
BMW,BMW 435i COUPE,COMPACT,3,6,Z,12.1,8.4,10.5,27,246
BMW,BMW 435i xDRIVE CABRIOLET,SUBCOMPACT,3,6,Z,11.9,8.1,10.2,28,238
BMW,BMW 435i xDRIVE COUPE,COMPACT,3,6,Z,12,7.9,10.2,28,238
BMW,BMW 435i xDRIVE COUPE,COMPACT,3,6,Z,12.3,8.4,10.5,27,247
BMW,BMW 435i xDRIVE GRAN COUPE,COMPACT,3,6,Z,12,7.9,10.2,28,238
BMW,BMW 528i xDRIVE,MID-SIZE,2,4,Z,10.5,6.9,8.9,32,209
BMW,BMW 535d xDRIVE,MID-SIZE,3,6,D,9.2,6.3,7.9,36,212
BMW,BMW 535i xDRIVE,MID-SIZE,3,6,Z,11.9,8.1,10.2,28,238
BMW,BMW 535i xDRIVE GRAN TURISMO,FULL-SIZE,3,6,Z,13,9.1,11.2,25,263
BMW,BMW 550i xDRIVE,MID-SIZE,4.4,8,Z,14.4,9.6,12.3,23,288
BMW,BMW 550i xDRIVE GRAN TURISMO,FULL-SIZE,4.4,8,Z,14.3,9.3,12.1,23,283
BMW,BMW 640i xDRIVE CABRIOLET,SUBCOMPACT,3,6,Z,11.9,8.1,10.2,28,238
BMW,BMW 640i xDRIVE GRAN COUPE,COMPACT,3,6,Z,11.9,8.1,10.2,28,238
BMW,BMW 650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8,Z,14.3,9.3,12.1,23,283
BMW,BMW 650i xDRIVE COUPE,COMPACT,4.4,8,Z,14.4,9.6,12.3,23,288
BMW,BMW 650i xDRIVE GRAN COUPE,COMPACT,4.4,8,Z,14.3,9.3,12.1,23,283
BMW,BMW 750i xDRIVE,FULL-SIZE,4.4,8,Z,14.3,9.3,12.1,23,283
BMW,BMW 750Li xDRIVE,FULL-SIZE,4.4,8,Z,14.3,9.3,12.1,23,283
BMW,BMW ACTIVEHYBRID 5,MID-SIZE,3,6,Z,10.6,7.9,9.4,30,219
BMW,BMW ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,Z,14.3,9.3,12.1,23,283
BMW,BMW M2,SUBCOMPACT,3,6,Z,11.8,8.8,10.4,27,244
BMW,BMW M2,SUBCOMPACT,3,6,Z,12.7,9.2,11.1,25,260
BMW,BMW M235i,SUBCOMPACT,3,6,Z,11.6,7.7,9.9,29,232
BMW,BMW M235i,SUBCOMPACT,3,6,Z,11.9,8.6,10.4,27,245
BMW,BMW M235i CABRIOLET,SUBCOMPACT,3,6,Z,11.6,7.7,9.9,29,232
BMW,BMW M235i CABRIOLET,SUBCOMPACT,3,6,Z,12.1,8.4,10.5,27,246
BMW,BMW M235i xDRIVE,SUBCOMPACT,3,6,Z,12,7.9,10.2,28,238
BMW,BMW M235i xDRIVE CABRIOLET,SUBCOMPACT,3,6,Z,12,7.9,10.2,28,238
BMW,BMW M3,COMPACT,3,6,Z,14.1,9.7,12.1,23,284
BMW,BMW M3,COMPACT,3,6,Z,13.7,9,11.6,24,271
BMW,BMW M4 CABRIOLET,SUBCOMPACT,3,6,Z,14.2,9.6,12.1,23,282
BMW,BMW M4 CABRIOLET,SUBCOMPACT,3,6,Z,14.1,9,11.8,24,278
BMW,BMW M4 COUPE,COMPACT,3,6,Z,14.1,9.7,12.1,23,284
BMW,BMW M4 COUPE,COMPACT,3,6,Z,13.7,9,11.6,24,271
BMW,BMW M5,MID-SIZE,4.4,8,Z,17.3,11.5,14.7,19,344
BMW,BMW M5,MID-SIZE,4.4,8,Z,16.1,10.9,13.7,21,321
BMW,BMW M6,COMPACT,4.4,8,Z,17.3,11.5,14.7,19,344
BMW,BMW M6,COMPACT,4.4,8,Z,16.1,10.9,13.7,21,321
BMW,BMW M6 CABRIOLET,SUBCOMPACT,4.4,8,Z,17.3,11.5,14.7,19,344
BMW,BMW M6 CABRIOLET,SUBCOMPACT,4.4,8,Z,16.1,10.9,13.7,21,321
BMW,BMW M6 GRAN COUPE,COMPACT,4.4,8,Z,17.3,11.5,14.7,19,344
BMW,BMW M6 GRAN COUPE,COMPACT,4.4,8,Z,16.1,10.9,13.7,21,321
BMW,BMW X1 xDRIVE28i,SUV - SMALL,2,4,Z,10.7,7.4,9.2,31,215
BMW,BMW X3 xDRIVE28d,SUV - SMALL,2,4,D,8.6,6.9,7.9,36,211
BMW,BMW X3 xDRIVE28i,SUV - SMALL,2,4,Z,11.1,8.4,9.9,29,231
BMW,BMW X3 xDRIVE35i,SUV - SMALL,3,6,Z,12.7,8.8,10.9,26,257
BMW,BMW X4 M40i,SUV - SMALL,3,6,Z,12.8,9.5,11.3,25,264
BMW,BMW X4 xDRIVE28i,SUV - SMALL,2,4,Z,11.7,8.4,10.2,28,238
BMW,BMW X4 xDRIVE35i,SUV - SMALL,3,6,Z,12.7,8.8,10.9,26,257
BMW,BMW X5 M,SUV - STANDARD,4.4,8,Z,16.6,12.1,14.6,19,343
BMW,BMW X5 xDRIVE35d,SUV - STANDARD,3,6,D,10,7.6,8.9,32,233
BMW,BMW X5 xDRIVE35i,SUV - STANDARD,3,6,Z,13,9.7,11.5,25,269
BMW,BMW X5 xDRIVE50i,SUV - STANDARD,4.4,8,Z,15.7,11.4,13.8,20,322
BMW,BMW X6 M,SUV - STANDARD,4.4,8,Z,16.6,12.1,14.6,19,343
BMW,BMW X6 xDRIVE35i,SUV - STANDARD,3,6,Z,13,9.7,11.5,25,269
BMW,BMW X6 xDRIVE50i,SUV - STANDARD,4.4,8,Z,15.7,11.4,13.8,20,322
BMW,BMW Z4 sDRIVE28i,TWO-SEATER,2,4,Z,10.7,7.1,9.1,31,212
BMW,BMW Z4 sDRIVE28i,TWO-SEATER,2,4,Z,10.7,7,9,31,211
BMW,BMW Z4 sDRIVE35i,TWO-SEATER,3,6,Z,13.7,10,12.1,23,282
BMW,BMW Z4 sDRIVE35is,TWO-SEATER,3,6,Z,13.7,10,12.1,23,282
BUICK,BUICK ENCLAVE,SUV - STANDARD,3.6,6,X,15.8,10.6,13.4,21,315
BUICK,BUICK ENCLAVE AWD,SUV - STANDARD,3.6,6,X,16.1,10.8,13.7,21,323
BUICK,BUICK ENCORE,SUV - SMALL,1.4,4,X,9.5,7.2,8.5,33,199
BUICK,BUICK ENCORE AWD,SUV - SMALL,1.4,4,X,10.2,8,9.2,31,215
BUICK,BUICK ENCORE SPORT TOURING,SUV - SMALL,1.4,4,X,8.5,6.9,7.8,36,182
BUICK,BUICK ENCORE SPORT TOURING AWD,SUV - SMALL,1.4,4,X,8.9,7.4,8.2,34,192
BUICK,BUICK ENVISION AWD,SUV - SMALL,2,4,Z,11.8,9.1,10.6,27,248
BUICK,BUICK LACROSSE FFV,MID-SIZE,3.6,6,X,13.7,8.6,11.4,25,268
BUICK,BUICK LACROSSE FFV,MID-SIZE,3.6,6,E,18.7,12.4,15.8,18,260
BUICK,BUICK LACROSSE eASSIST,MID-SIZE,2.4,4,X,9.6,6.5,8.2,34,193
BUICK,BUICK LACROSSE AWD FFV,MID-SIZE,3.6,6,X,13.8,9,11.7,24,274
BUICK,BUICK LACROSSE AWD FFV,MID-SIZE,3.6,6,E,18.5,12.5,15.8,18,263
BUICK,BUICK REGAL,MID-SIZE,2,4,Z,11.4,7.9,9.8,29,231
BUICK,BUICK REGAL,MID-SIZE,2,4,Z,11.6,7.6,9.8,29,230
BUICK,BUICK REGAL eASSIST,MID-SIZE,2.4,4,X,9.6,6.5,8.2,34,193
BUICK,BUICK REGAL AWD,MID-SIZE,2,4,Z,12.4,8.7,10.7,26,252
BUICK,BUICK VERANO,COMPACT,2,4,Z,11.4,7.9,9.8,29,231
BUICK,BUICK VERANO,COMPACT,2,4,Z,11.6,7.6,9.8,29,230
BUICK,BUICK VERANO,COMPACT,2.4,4,X,11.3,7.4,9.6,29,224
